target,text
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.16 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 1.00 GB out of 1.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.15.00 on 23-AUG-2022 with UPI RRN:223490582865. A/c Bal is Rs. 73,200.93 CR and AVL Bal is Rs. 73,082.93 CR-MAHABANK"
0,OTP (One Time Password) For View Document of Your Application 4436501621 is: 382218.Do not share it with anyone.
0,OTP (One Time Password) For Self Authentication to Apply for License Services is 781891. MoRTH.
0,"Your application 3584736222 for LL(LMV, MCWG) is received. To check Application status use link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?as=3584736222 MoRTH"
1,"Your A/c No xx1780 debited by Rs.749.00 on 27-AUG-2022 with UPI RRN:223980554338. A/c Bal is Rs. 72,451.93 CR and AVL Bal is Rs. 72,333.93 CR-MAHABANK"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.94 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 604.56 MB out of 1.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"50% Daily Data quota used as on 08-Sep-22 09:02.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"Your One Time Password (OTP) is 951405, valid till [Sep/08/2022 11:22 AM]. Please do not share with others. Call DISHTV Customer Care if not requested by you."
1,"Your A/c No xx1780 debited by Rs.326.00 on 08-SEP-2022 with UPI RRN:225182124725. A/c Bal is Rs. 65,330.93 CR and AVL Bal is Rs. 65,212.93 CR-MAHABANK"
0,Dear Customer! Paayein Cricket ka Daily Dose HD me DishTV ke saath. Subscribe StarSports1 Hindi HD Rs.19 GST/mah me. RMN se 18003157018 pe MissedCall dein. TnC
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.31 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 15 Plan: 
Data: 153.84 MB out of 1.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.15 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 15 Plan: 
Data: 153.84 MB out of 1.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.00 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 15 Plan: 
Data: 153.84 MB out of 1.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.15.00 on 09-SEP-2022 with UPI RRN:225286671624. A/c Bal is Rs. 65,315.93 CR and AVL Bal is Rs. 65,197.93 CR-MAHABANK"
1,"Your A/c No xx1780 has been debited by Rs. 500.00 on 11-SEP-2022 via NA1643C1/652155XXXXXX7756/225405412849. A/c No xx1780 Bal is Rs. 64,815.93 CR and AVL Bal is Rs. 64,697.93-MAHABANK"
0,Dear Customer! Paayein Cricket ka Daily Dose HD me DishTV ke saath. Subscribe StarSports1 Hindi HD Rs.19 GST/mah me. RMN se 18003157018 pe MissedCall dein. TnC
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.46 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"50% Daily Data quota used as on 11-Sep-22 16:12.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"   Assured Gud calls in Equitty (F&O), No Advnc Chrgs, V handle & Open DMAT Acc.. Call & WhatsApp -
6296073780"
1,"Your A/c No xx1780 debited by Rs.50.00 on 14-SEP-2022 with UPI RRN:225724991674. A/c Bal is Rs. 64,765.93 CR and AVL Bal is Rs. 64,647.93 CR-MAHABANK"
0,"Balance for Jio Number 9834812916: Data speed reduced to 64kbps.
1) Rs 749-90D-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 12 Sep 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,Sony LIV OTP is 3632. Use this to verify your mobile. - SonyLIV
0,583681 is your one time password (OTP) to log in to JioTV. Please enter OTP to proceed.
0,"90% daily data quota used as on 11-Sep-22 20:59.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
1,"Your A/c No xx1780 debited by Rs.141.00 on 17-SEP-2022 with UPI RRN:226077033844. A/c Bal is Rs. 64,624.93 CR and AVL Bal is Rs. 64,506.93 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.1.00 on 21-SEP-2022 with UPI RRN:226493230627. A/c Bal is Rs. 64,562.93 CR and AVL Bal is Rs. 64,444.93 CR-MAHABANK"
0,"Flipkart Refund Processed: Refund of Rs. 1.0 for LEVI'S Full Sleeve Sol... is successfully transferred and will be credited to your account by Sep 22, 2022."
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.46 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 5.24 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"New on Myntra? Shop now
For Rs.200 worth MynCash to avail Early Access perks
Valid till midnight @ Big Fashion Festival
smsd.in/bcXC0Qu2"
1,"Your A/c No xx1780 credited by Rs.1.00 on 21-SEP-2022 with UPI RRN:226493504854. A/c Bal is Rs. 64,563.93 CR and AVL Bal is Rs. 64,445.93 CR-MAHABANK"
0,"100% of daily 2 GB data quota exhausted as on 24-Sep-22 22:22. Jio Number : 9834812916 Daily high speed data quota will be restored on 25-Sep-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
0,Ready to Ship: Your Flipkart order for PUMA Zod Runner V3 Run... will be shipped soon. Manage order here: http://fkrt.it/OxnqMkNNNN
0,3110 is your Superset mobile verification code
0,Dear Customer! Paayein Cricket ka Daily Dose HD me DishTV ke saath. Subscribe StarSports1 Hindi HD Rs.19 GST/mah me. RMN se 18003157018 pe MissedCall dein. TnC
0,"Hey RAJ THAKARE, Your FREE ENTRY Discount worth Rs.25 is expiring soon! Join IND vs AUS and win big. Tap here to play dream11.com/leagues - Dream11"
0,We will deliver your shipment# 39639424731 today. Fraud Alert:- Kindly note we are reachable ONLY on 1860 233 1234 or on Customerservice@bluedart.com
0,"Dear 98348129XX,
Prize Pool- 5,00,00,000 (5cr).
Rs.8850 welcome bonus.
Finale Tournament on Junglee Rummy!
Join Now http://2lm.in/CHholA"
1,"Your A/c No xx1780 debited by Rs.1,004.00 on 29-SEP-2022 with UPI RRN:227290772451. A/c Bal is Rs. 63,559.93 CR and AVL Bal is Rs. 63,441.93 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.5,000.00 on 02-OCT-2022 with UPI RRN:227571644855. A/c Bal is Rs. 57,856.93 CR and AVL Bal is Rs. 57,738.93 CR-MAHABANK"
0,"Message from YSS:
Thank you for your payment on 01-Oct-2022
Please click below for your receipt:
http://yssi.org/y7fxESZ"
0,"Payment Received?

Amount of Rs.67976 can be Successfully Transferred in your Rummy Account on 05 Oct

Register to withdraw now w2d.me/6afm9i"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.38 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 0 MB out of 6.00 GB.
Plan expiry: 25 Nov 2022, 12:55 PM
3) MRP 61 Plan: 
Data: 5.38 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
4) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,I'll call you right back.
0,"Dear 98348126,
Prize Pool- 5,00,00,000 (5 Crore).
Rs.8850 welcome bonus.
Grand Finale Tournament on Junglee Rummy!
Join Now http://1.gmg.im/bRYuQb"
0,848015 is your Git Hub authentcation pin.
1,"Your A/c No xx1780 debited by Rs.326.00 on 08-OCT-2022 with UPI RRN:228023144255. A/c Bal is Rs. 56,320.93 CR and AVL Bal is Rs. 56,202.93 CR-MAHABANK"
0,"Your Learner Licence: MH30 /0036038/2022,MH30 /003.. is Approved. Download link:https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?q=3584736222 MoRTH"
0,OTP (One Time Password) For View Document of Your Application 3584736222 is: 490748.Do not share it with anyone.
0,OTP (One Time Password) For View Document of Your Application 3584736222 is: 402033.Do not share it with anyone.
0,"Are you satisfied with the quality of ISSUE OF LEARNERS LICENCE Services with Application Number or Licence No.  provided by Sarathi ? Type ""RAS ILL Y"" for Satisfied OR Type ""RAS ILL N"" for Not Satisfied and send it to 155236. For detailed feedback Kindly go to https://ras.gov.in/ufbk/3825bf9c - Digital India Corporation@"
1,"Your A/c No xx1780 debited by Rs.210.00 on 16-OCT-2022 with UPI RRN:228952060607. A/c Bal is Rs. 55,340.93 CR and AVL Bal is Rs. 55,222.93 CR-MAHABANK"
0,OTP (One Time Password) For View Document of Your Application 3584736222 is: 488331.Do not share it with anyone.
0,OTP (One Time Password) For View Document of Your Application 3584736222 is: 742062.Do not share it with anyone.
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 991.69 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 3.84 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,We'd love to hear from you. Thank you for recharging your DishTV. Share your feedback with us. Click http://dishd2h.in/DUvfEqQIaug
0,"Payment Received?

Amount of Rs.67976 can be Successfully Transferred in your Rummy Account on 09 Oct

Register to withdraw now lv0.me/6u4vpt"
0,OTP for Aadhaar (XX4926) is 285450 (valid for 10 mins). You can enrol your child(even infants)for Aadhaar.For more details visit uidai.gov.in or call 1947
0,987632 is your Amazon OTP. Do not share it with anyone.
0,"While receiving an international call, if an Indian number or no number is displayed on your phone, please inform on DoT toll free number 1800 110 420 / 1963"
0,"Dear applicant,
This is to inform you that the Maharashtra Startup Yatra District level bootcamp of Akola will be organized at Government ITI Akola on 14-October-2022
You are requested to be there at 9 am. Thank you and all the best.
- Maharashtra State Innovation Society"
1,"Your A/c No xx1780 has been debited by Rs. 1,000.00 on 23-OCT-2022 via 00306131/652155XXXXXX7756/229610002933. A/c No xx1780 Bal is Rs. 53,336.23 CR and AVL Bal is Rs. 53,218.23-MAHABANK"
0,"Msg from YSS: With great joy we invite all YSS devotees to join the special sangam with YSS/SRF President Swami Chidananda Giri at Hyderabad from February 12 to 16, 2023. To register, please visit our devotee portal (devotees.yssofindia.org); or call (0651) 6655 555 (Mon-Sat: 9.30 am - 4.30 pm). More info: yssi.org/PresidentTour. To unsubscribe, SMS 'STOP' to 9958389521"
0,Congratulations! We have credited 1GB FREE DATA coupon to your account. Claim now on the Airtel Thanks App before the coupon expires. i.airtel.in/freedata
0,"Msg from YSS: With great joy we invite all YSS devotees to join the special sangam with YSS/SRF President Swami Chidananda Giri at Hyderabad from February 12 to 16, 2023. To register, please visit our devotee portal (devotees.yssofindia.org); or call (0651) 6655 555 (Mon-Sat: 9.30 am - 4.30 pm). More info: yssi.org/PresidentTour. To unsubscribe, SMS 'STOP' to 9958389521"
0,Congratulations! We have credited 1GB FREE DATA coupon to your account. Claim now on the Airtel Thanks App before the coupon expires. i.airtel.in/freedata
0,"Dear Customer, grab Min.60% Off on SUPERSTAR Brands like PUMA, Skybags, Tokyo Talkies & more. Shop at Flipkart Big Diwali Sale > 

http://fkrt.it/4OpmVUuuuN"
0,"Dear 98348126,
Your Free Rs.8850 Welcome Bonus on Junglee Rummy!
Prize Pool - 5,00,00,000 (5Crore)
Click - https://1.gmg.im/bRGMcM"
0,"Dear 98348126,
Your Free Rs.8850 Welcome Bonus on Junglee Rummy!
Prize Pool - 5,00,00,000 (5Crore)
Click - https://2.gmg.im/bAqEJR"
1,"Your A/c No xx1780 credited by Rs.900.00 on 23-OCT-2022 with UPI RRN:229638764136. A/c Bal is Rs. 54,236.23 CR and AVL Bal is Rs. 54,118.23 CR-MAHABANK"
0,"Congrats ,
Receive Free Rs. 8850 Diwali Welcome Bonus on Junglee Rummy!
Prize Pool- Rs. 5,00,00,000 (5 Crore)
Click: http://1kx.in/5BngVh"
0,"Congrats 98348126,
Receive Free Rs. 8850 Diwali Welcome Bonus on Junglee Rummy!
Prize Pool- Rs. 5,00,00,000 (5 Crore)
Click: https://1.gmg.im/bJyuHI"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 864.41 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 203.19 MB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"50% Daily Data quota used as on 25-Oct-22 19:02.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
1,"Your A/c No xx1780 debited by Rs.61.00 on 26-OCT-2022 with UPI RRN:229913091132. A/c Bal is Rs. 54,175.23 CR and AVL Bal is Rs. 54,057.23 CR-MAHABANK"
0,Congratulations! We have credited 1GB FREE DATA coupon to your account. Claim now on the Airtel Thanks App before the coupon expires. i.airtel.in/freedata
0,"Dear 98348129XX, 
Get Rs.5000 Welcome Bonus on 1st Deposit.
IND vs NL WCT20 Match on My11Circle.
Prize pool- 1,82,00,000(1.82 Crore)
Click Now- smsd.in/dO1q4oWa"
0,"Dear XXXXXXXX16,
Get Rs.5000 Welcome Bonus on 1st Deposit.
IND vs NL T20 Match on My11Circle.
Click Now- 1kx.in/a77y2a"
0,"Congrats 98348126, 
Free Rs. 8850 Diwali Welcome Bonus on Junglee Rummy. 
Prize Pool: 5,00,00,000 (5 Crore)
Click: https://2.gmg.im/OjhBF"
1,"Your A/c No xx1780 debited by Rs.99.00 on 27-OCT-2022 with UPI RRN:230043287110. A/c Bal is Rs. 54,076.23 CR and AVL Bal is Rs. 53,958.23 CR-MAHABANK"
0,Hi
0,Hi
0,Dear Raj Gajanan Thakare member your Verification Code :- 18515 for Resetting Password
0,"Dear Sir/Madam, Your UserName for DBT portal is :- rajthakre"
0,OTP for Mobile Verification is 398771. Your OTP is valid for 30 minutes.
1,"Your A/c No xx1780 debited by Rs.299.00 on 29-OCT-2022 with UPI RRN:230281802250. A/c Bal is Rs. 53,777.23 CR and AVL Bal is Rs. 53,659.23 CR-MAHABANK"
0,OTP for Mobile Verification is 608833. Your OTP is valid for 30 minutes.
0,"Dear Raj Gajanan Thakare, You have successfully applied for Post Matric Scholarship to OBC Students Scheme Your Application ID is 2223VJO1003274023 MAHGOV"
0,Betadda brings you the Best Promo of this World Cup. Predict and Win Prizes worth 1200000. Also Deposit via Crypto to get 12500 FREE. Claim Now- 1kx.in/esBwlE
1,"Your A/c No xx1780 has been debited by Rs. 5,000.00 on 01-NOV-2022 via ADC0028/652155XXXXXX7756/230511865075. A/c No xx1780 Bal is Rs. 48,538.23 CR and AVL Bal is Rs. 48,420.23-MAHABANK"
0,Get the fastest news alerts on your mobile. Use JioNews app bit.ly/3a09K7G
1,"Your A/c No xx1780 debited by Rs.5,000.00 on 04-NOV-2022 with UPI RRN:230845278849. A/c Bal is Rs. 37,528.23 CR and AVL Bal is Rs. 37,410.23 CR-MAHABANK"
0,DishTV VC 02800179827 has LOW BALANCE. Rechrge with total mnthly amt of Rs276+Tax=326. Click goo.gl/14DM0F to rechrge. For NEW PACKS click bit.ly/3y4NtTm
0,"Dear Raj Gajanan Thakare, 30 days have passed since you have taken Learner's Licence (LL) No: MH30 /0036038/2022. You can apply for Driving licence against this LL on or before 06-04-2023 at  'https://sarathi.parivahan.gov.in'. Please ignore if already applied."
0,"Dear Raj Gajanan Thakare, 30 days have passed since you have taken Learner's Licence (LL) No: MH30 /0036039/2022. You can apply for Driving licence against this LL on or before 06-04-2023 at  'https://sarathi.parivahan.gov.in'. Please ignore if already applied."
0,"Hi 98348126,
Rs.5000 Special BONUS for you!
MEGA PRIZE POOL - 2,62,00,000 (2.62 Crore)
IND vs ZIM T20 Match on My11Circle
Click - https://3.gmg.im/bgqN82"
0,"Hi 98348126,
Rs.5000 Special BONUS for you!
MEGA PRIZE POOL - 2,62,00,000 (2.62 Crore)
IND vs ZIM T20 Match on My11Circle
Click - http://1kx.in/0y1nHO"
0,"Hi 98348129XX, 
IND vs ZIM T20 Match on My11Circle. 
Rs.5000 Special BONUS for you! 
MEGA PRIZE POOL - 2,62,00,000 (2.62 CR)
Click Here- smsd.in/erForewy"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.58 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 3.01 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.326.00 on 07-NOV-2022 with UPI RRN:231022008375. A/c Bal is Rs. 37,202.23 CR and AVL Bal is Rs. 37,084.23 CR-MAHABANK"
1,"Your a/c xx1780 has been debited by Rs. 236.00 on 07-NOV-2022 by AMC ATM CHARGES  OF 11/2022 FOR 652155******7756. A/c Bal is Rs. 35,926.23 CR and AVL Bal is Rs. 35,808.23-MAHABANK"
0,We will deliver your shipment# 39639611896 today. Fraud Alert:- Kindly note we are reachable ONLY on 1860 233 1234 or on Customerservice@bluedart.com
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 09 Nov 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 2.70 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,G-284372 is your Google verification code.
0,G-517834 is your Google verification code.
0,"Payment Received?

Amount of Rs.87594 can be Successfully Transferred in your Rummy Account on 09 Nov

Register to withdraw now tx7.me/bplfea!95"
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 549.85 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 2.57 GB out of 6.00 GB
Plan expiry: 25 Nov 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Dear Users, Call Me Urgent..... Tomorrow Big Movement in Market specially in Bnkn!fty Opti0ns Call / Whsapp at ?(07202053773?)/?(wa.link/u3zy6f?)
Nexgen Finance"
0,"DEAR TRADER

TRADE WITH EXPERTS& GET PROFIT
50000 IN BANKNIFTY OPTION.
DAILY ONLY 1 SURE LEVEL.

WE ALSO HENDLING DEMAT.INVEST
SUB MKT RISK
CALL ON 7069903201"
0,"Hi,
Rs.5000 Special BONUS for you!
MEGA PRIZE POOL - 3,25,00,000(3.25Crores)
IND vs ENG T20 Match on My11Circle
Click - https://1.gmg.im/bcD7wa"
0,"Hi 98348129XX,
IND vs ENG semi-final on My11Circle.
Rs.5000 Special BONUS for you!
MEGA PRIZE POOL - 3,25,00,000 (3.25 CR)
Join now - bit.ly/3UKZx4q Wh"
0,"UDEMY has requested money on Google Pay UPI app. On approving, INR 449.00 will be debited from your A/c - Axis Bank"
0,"Msg from YSS: With great joy we invite all YSS devotees to join the special sangam with YSS/SRF President Swami Chidananda Giri at Hyderabad from February 12 to 16, 2023. To register, please visit our devotee portal (devotees.yssofindia.org); or call (0651) 6655 555 (Mon-Sat: 9.30 am - 4.30 pm). More info: yssi.org/PresidentTour. To unsubscribe, SMS 'STOP' to 9958389521"
1,"Your A/c No xx1780 debited by Rs.5,000.00 on 17-NOV-2022 with UPI RRN:232010755437. A/c Bal is Rs. 30,481.23 CR and AVL Bal is Rs. 30,363.23 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.20.00 on 18-NOV-2022 with UPI RRN:232247223042. A/c Bal is Rs. 30,486.23 CR and AVL Bal is Rs. 30,368.23 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.270.00 on 18-NOV-2022 with UPI RRN:232250966778. A/c Bal is Rs. 30,216.23 CR and AVL Bal is Rs. 30,098.23 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.130.00 on 19-NOV-2022 with UPI RRN:232372351681. A/c Bal is Rs. 29,976.23 CR and AVL Bal is Rs. 29,858.23 CR-MAHABANK"
0,G-703449 is your Google verification code.
0,Your order from Yogoda Satsanga is dispatched through Blue Dart Awb# 39639662204 will be delivered by 24-NOV-22.Track us on www.bluedart.com
0,G-616917 is your Google verification code.
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 517.85 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.180.00 on 22-NOV-2022 with UPI RRN:232673194190. A/c Bal is Rs. 29,796.23 CR and AVL Bal is Rs. 29,678.23 CR-MAHABANK"
0,You can call back +917758810854. They are now available to take calls. Track details of all these calls on Airtel Thanks App i.airtel.in/RMCAAlert
0,Hurry! Recharge Jio no. 9834812916 on PhonePe & get rewards upto Rs.400 each on first 3 recharges for self & family. Recharge with Rs.239 plan .T&CA. Click https://phon.pe/jion1
0,"Balance for Jio Number 9834812916: 1) Rs 749-90D-2GB/D Plan: 
Data: 1.09 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 25 Nov 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Namaskaram, Get initiated into a powerful Rudraksha Diksha practice offered by Sadhguru on 23 Nov, 7 PM. Join - isha.co/rdi-en Pranam, Isha Volunteers"
0,We will deliver your shipment# 39639662204 today. Fraud Alert:- Kindly note we are reachable ONLY on 1860 233 1234 or on Customerservice@bluedart.com
1,"Your A/c No xx1780 debited by Rs.25.00 on 23-NOV-2022 with UPI RRN:232789164706. A/c Bal is Rs. 29,771.23 CR and AVL Bal is Rs. 29,653.23 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.299.00 on 25-NOV-2022 with UPI RRN:232947569595. A/c Bal is Rs. 29,482.23 CR and AVL Bal is Rs. 29,364.23 CR-MAHABANK"
0,Alert! Airtel No.9623009809 par Incoming sewa 30-Nov-22 ko band ho jayegi. AAJ hi Unlimited Pack se recharge karein i.airtel.in/FDPNew Ignore if recharged
0,Hurry! Recharge Jio no. 9834812916 on PhonePe & get rewards upto Rs.400 each on first 3 recharges for self & family. Recharge with Rs.239 plan .T&CA. Click https://phon.pe/jion1
0,"Balance for Jio Number 9834812916: 1) Rs 299-1M-2GB/D Plan: 
Data: 1.86 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 23 Dec 2022, 01:09 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
